best_epoch_by_valid_f1,best_valid_f1_from_curve,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
7.0,0.5701149425287356,1596.9868459701538,0.008263367228209972,0.9587604478788835,0.9699266113592853,0.9643112062812278,0.9976015403900081,0.3648160696029663,0.5361635220125787,0.608656849620705,0.5701149425287356,0.9419709929341763,0.3587225675582886,0.5289912629070691,0.5957066189624329,0.5603702145561632,0.9421002894985525,1.0,0.6,22,7434,4460,1486,1488,6168,10628
