entity,precision,recall,f1,support
aeroway,0.25,0.3,0.2727272727272727,10
amenity,0.2727272727272727,0.2903225806451613,0.28125,62
boundary,0.6305970149253731,0.6773547094188377,0.6531400966183574,499
bridge,0.0,0.0,0.0,0
building,0.42105263157894735,0.5925925925925926,0.49230769230769234,27
healthcare,0.0,0.0,0.0,1
highway,0.5759717314487632,0.6392156862745098,0.6059479553903344,255
historic,0.0,0.0,0.0,1
landuse,0.125,0.1111111111111111,0.11764705882352941,9
leisure,0.2962962962962963,0.47058823529411764,0.3636363636363636,17
man_made,0.0,0.0,0.0,0
military,0.0,0.0,0.0,1
natural,0.4523809523809524,0.5277777777777778,0.4871794871794871,36
office,0.0,0.0,0.0,2
place,0.32323232323232326,0.4383561643835616,0.37209302325581395,146
railway,0.5,0.6666666666666666,0.5714285714285715,3
shop,0.6,0.6,0.6,10
tourism,0.3333333333333333,0.4444444444444444,0.380952380952381,9
tunnel,0.0,0.0,0.0,1
waterway,0.6666666666666666,0.723404255319149,0.6938775510204082,47
