label,precision,recall,f1-score,support
location,0.686727122835944,0.7514659449706811,0.7176394572474694,2217
micro avg,0.686727122835944,0.7514659449706811,0.7176394572474694,2217
macro avg,0.686727122835944,0.7514659449706811,0.7176394572474694,2217
weighted avg,0.686727122835944,0.7514659449706811,0.7176394572474694,2217
