epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.0,688,0.12960053980350494,0.5064620355411955,0.5915094339622642,0.545691906005222,0.9536980484541779
2.0,1377,0.138569176197052,0.5602953240360952,0.6443396226415095,0.5993856954804739,0.9563447052322369
3.0,2066,0.15565039217472076,0.6028789161727349,0.6716981132075471,0.6354306113342257,0.9577989122531484
4.0,2755,0.1803438812494278,0.611879576891782,0.7094339622641509,0.6570554827435562,0.9586714364656953
5.0,3443,0.16973240673542023,0.6347975882859603,0.6952830188679245,0.6636650157586672,0.9630340575284297
6.0,4132,0.21493850648403168,0.6525945470536499,0.7,0.6754665452890305,0.9612017566820813
7.0,4821,0.21263541281223297,0.631578947368421,0.7245283018867924,0.6748681898066783,0.9602128959078614
8.0,5510,0.2352372109889984,0.662608695652174,0.7188679245283018,0.6895927601809955,0.9638774976005584
9.0,6198,0.22880487143993378,0.6786339754816112,0.7311320754716981,0.703905540417802,0.9639938341622314
10.0,6887,0.2574096620082855,0.68125,0.719811320754717,0.7000000000000001,0.9644300962685047
11.0,7576,0.25447580218315125,0.6681534344335415,0.7066037735849057,0.6868408986703347,0.963441235494285
12.0,8265,0.2801100015640259,0.6781708369283865,0.7415094339622641,0.708427219468229,0.964575516970596
13.0,8953,0.26729610562324524,0.6649528706083976,0.7320754716981132,0.6969016614279299,0.9646046011110142
14.0,9642,0.2838680148124695,0.6695132365499573,0.7396226415094339,0.7028238458090542,0.9637902451793037
15.0,10331,0.2747954726219177,0.6972972972972973,0.730188679245283,0.7133640552995391,0.9660588081319257
16.0,11020,0.29690393805503845,0.6857638888888888,0.7452830188679245,0.7142857142857142,0.9644882645493412
17.0,11708,0.29897525906562805,0.6990116801437556,0.7339622641509433,0.7160607455131155,0.9652735363406334
18.0,12397,0.3115469217300415,0.6758147512864494,0.7433962264150943,0.7079964061096136,0.9640520024430678
19.0,13086,0.31198737025260925,0.6975308641975309,0.7462264150943396,0.7210574293527804,0.9651281156385423
19.98,13760,0.31115493178367615,0.6961471103327496,0.75,0.7220708446866486,0.9650699473577058
