best_epoch_by_valid_f1_curve_only,best_valid_f1_from_curve_only,note,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
18.0,0.6174524400330852,No checkpoint saved. Final epoch model was evaluated.,3458.254199028015,8.662274922244251e-05,0.9992841234489341,0.9996021642266073,0.9994431185361974,0.999984812382296,0.4364410936832428,0.582018927444795,0.6470846120122753,0.6128295619680298,0.9484523720302781,0.4425574541091919,0.5680544435548439,0.6406320541760723,0.6021642266072565,0.9490962689455975,1.0,0.6,800,7434,4460,1486,1488,6558,11018
