epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.0,557,0.14150205254554749,0.5685045948203843,0.6059661620658949,0.5866379310344827,0.9497839844225386
2.0,1115,0.14313524961471558,0.6189532117367169,0.695013357079252,0.6547818791946309,0.955747231349641
3.0,1672,0.16000784933567047,0.6366639141205616,0.686553873552983,0.6606683804627249,0.9578617500304247
4.0,2230,0.1854604184627533,0.6326061997703789,0.7359750667853963,0.6803869108870139,0.9549714007545332
5.0,2787,0.20105315744876862,0.641086186540732,0.7252894033837934,0.6805932734489243,0.9574662285505658
6.0,3345,0.23266005516052246,0.652872639614303,0.7235084594835263,0.6863780359028511,0.9577096263843252
7.0,3902,0.25590237975120544,0.6590177133655395,0.7288512911843277,0.6921775898520085,0.9574966532797858
8.0,4460,0.24061281979084015,0.6508972267536705,0.7105966162065895,0.6794380587484035,0.958439819885603
9.0,5017,0.2819086015224457,0.6665316045380876,0.732413178984862,0.697921086126432,0.9589722526469514
10.0,5575,0.292877197265625,0.6703521703521703,0.7288512911843277,0.6983788395904437,0.9589570402823415
11.0,6132,0.31222522258758545,0.646921278254092,0.7390917186108638,0.6899418121363259,0.9568120968723378
12.0,6690,0.30336323380470276,0.6611802488960257,0.7333036509349955,0.695376820772641,0.9576792016551052
13.0,7247,0.3234372138977051,0.6680032076984763,0.7417631344612645,0.7029535864978903,0.9588961908239017
14.0,7805,0.32722654938697815,0.6662674650698602,0.7430988423864648,0.7025889286466006,0.9585615188024826
15.0,8362,0.33679962158203125,0.672077922077922,0.7373107747105966,0.7031847133757961,0.9593829864914202
16.0,8920,0.3602502644062042,0.6721774193548387,0.7422083704363313,0.7054591620820989,0.9582876962395035
17.0,9477,0.35641101002693176,0.6757748776508973,0.7377560106856634,0.7054065559812687,0.9587136424485823
18.0,10035,0.35949304699897766,0.6809034907597535,0.7382012466607302,0.7083956419568469,0.9593829864914202
19.0,10592,0.3671067953109741,0.67916836526702,0.7417631344612645,0.7090870397957012,0.9591700133868809
19.98,11140,0.37058255076408386,0.683429513602638,0.7382012466607302,0.7097602739726027,0.9595655348667397
