best_epoch_by_valid_f1,best_valid_f1_from_curve,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
8.0,0.599046380580841,2949.5377011299133,0.004407074768096209,0.9858051160727488,0.9898300051963477,0.9878134607548986,0.9984399234474064,0.38672277331352234,0.5640816326530612,0.6386321626617375,0.599046380580841,0.9408912422655878,0.37056154012680054,0.5311268715524035,0.6083032490974729,0.5671013883045856,0.9402183748567292,0.5,0.6,11,3717,2230,743,744,6000,8230
