epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.06,0.4789,,,,,
0.12,0.1937,,,,,
0.18,0.1558,,,,,
0.24,0.1356,,,,,
0.3,0.122,,,,,
0.36,0.1398,,,,,
0.42,0.1103,,,,,
0.48,0.1095,,,,,
0.54,0.1107,,,,,
0.6,0.1027,,,,,
0.66,0.1023,,,,,
0.72,0.1054,,,,,
0.78,0.0955,,,,,
0.84,0.0977,,,,,
0.9,0.0937,,,,,
0.96,0.0885,,,,,
1.0,,0.1555618792772293,0.4687270051508462,0.5692582663092046,0.5141242937853108,0.9410095755999527
1.02,0.0723,,,,,
1.08,0.0734,,,,,
1.14,0.0588,,,,,
1.2,0.0678,,,,,
1.26,0.0617,,,,,
1.32,0.0643,,,,,
1.38,0.0674,,,,,
1.44,0.0674,,,,,
1.5,0.0539,,,,,
1.56,0.0561,,,,,
1.62,0.0773,,,,,
1.68,0.0628,,,,,
1.74,0.0587,,,,,
1.8,0.0594,,,,,
1.86,0.0667,,,,,
1.92,0.0592,,,,,
1.98,0.0754,,,,,
2.0,,0.16337744891643524,0.5106382978723404,0.6219839142091153,0.5608380338436745,0.9440241163258069
2.05,0.0502,,,,,
2.11,0.0336,,,,,
2.17,0.0358,,,,,
2.23,0.0411,,,,,
2.29,0.0379,,,,,
2.35,0.0447,,,,,
2.41,0.0463,,,,,
2.47,0.0521,,,,,
2.53,0.0518,,,,,
2.59,0.0392,,,,,
2.65,0.0334,,,,,
2.71,0.0432,,,,,
2.77,0.04,,,,,
2.83,0.0478,,,,,
2.89,0.0363,,,,,
2.95,0.0448,,,,,
3.0,,0.15215392410755157,0.573208722741433,0.6577301161751564,0.6125676238035789,0.9491961224731056
3.01,0.0326,,,,,
3.07,0.0211,,,,,
3.13,0.0296,,,,,
3.19,0.021,,,,,
3.25,0.0193,,,,,
3.31,0.0202,,,,,
3.37,0.0257,,,,,
3.43,0.0368,,,,,
3.49,0.0386,,,,,
3.55,0.0232,,,,,
3.61,0.0227,,,,,
3.67,0.0226,,,,,
3.73,0.0262,,,,,
3.79,0.0247,,,,,
3.85,0.025,,,,,
3.91,0.0193,,,,,
3.97,0.0219,,,,,
4.0,,0.17128649353981018,0.5793588741204065,0.6621983914209115,0.6180150125104253,0.9499054261733065
4.03,0.022,,,,,
4.09,0.0187,,,,,
4.15,0.0188,,,,,
4.21,0.0219,,,,,
4.27,0.0135,,,,,
4.33,0.0177,,,,,
4.39,0.012,,,,,
