best_epoch,best_checkpoint,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
10.0,D:/Jessy/similar-location/runs_ratio_exp\DLR_50_SYN_30_seed22\checkpoint-3325,13837.882899999619,0.0006326941656880081,0.9964709656721207,0.9963111467522053,0.9963910498035128,0.9998073819563746,0.29607343673706055,0.6033123028391167,0.6836461126005362,0.6409719312945119,0.9509989360444497,0.27911725640296936,0.5984719864176571,0.6695156695156695,0.6320035858359482,0.954601007541658,0.5,0.3,22,3717,2230,743,744,3084,5314
