best_epoch_by_valid_f1,best_valid_f1_from_curve,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
12.0,0.726182830229073,3772.135707139969,0.00044115472701378167,0.9981960312687913,0.9988824894696123,0.9985391423906504,0.9998083725850155,0.28979265689849854,0.6869177804779263,0.7702089009990918,0.726182830229073,0.9608627742655262,0.3119576871395111,0.6681596091205212,0.7510297482837529,0.7071751777634131,0.9573252133739332,1.0,0.3,22,7434,4460,1486,1488,3000,7460
