entity,precision,recall,f1,support
aeroway,0.5,0.5714285714285714,0.5333333333333333,7
amenity,0.3684210526315789,0.42857142857142855,0.39622641509433965,49
boundary,0.6141592920353982,0.6912350597609562,0.6504217432052484,502
building,0.25,0.38095238095238093,0.3018867924528302,21
healthcare,0.0,0.0,0.0,1
highway,0.5681063122923588,0.6576923076923077,0.6096256684491979,260
historic,0.0,0.0,0.0,1
landuse,0.125,0.125,0.125,8
leisure,0.38461538461538464,0.43478260869565216,0.40816326530612246,23
man_made,0.0,0.0,0.0,3
natural,0.39285714285714285,0.5238095238095238,0.4489795918367347,21
office,0.0,0.0,0.0,2
place,0.3333333333333333,0.39644970414201186,0.3621621621621622,169
railway,0.3333333333333333,0.75,0.46153846153846156,4
shop,0.0,0.0,0.0,2
tourism,0.0,0.0,0.0,3
waterway,0.6666666666666666,0.6363636363636364,0.6511627906976744,44
