label,precision,recall,f1-score,support
location,0.7186689714779603,0.7572859744990893,0.7374722838137473,2196
micro avg,0.7186689714779603,0.7572859744990893,0.7374722838137473,2196
macro avg,0.7186689714779603,0.7572859744990893,0.7374722838137473,2196
weighted avg,0.7186689714779603,0.7572859744990893,0.7374722838137473,2196
