entity,precision,recall,f1,support
aeroway,0.5555555555555556,0.5,0.5263157894736842,10
amenity,0.46808510638297873,0.55,0.5057471264367817,40
boundary,0.6391382405745063,0.689922480620155,0.6635601118359739,516
bridge,0.0,0.0,0.0,3
building,0.3333333333333333,0.3076923076923077,0.32,13
highway,0.598159509202454,0.703971119133574,0.6467661691542288,277
historic,0.0,0.0,0.0,1
junction,0.0,0.0,0.0,1
landuse,0.0,0.0,0.0,6
leisure,0.48148148148148145,0.52,0.5,25
man_made,0.6,0.75,0.6666666666666665,4
natural,0.3448275862068966,0.4,0.3703703703703704,25
office,0.0,0.0,0.0,5
place,0.3160621761658031,0.4326241134751773,0.3652694610778443,141
railway,0.0,0.0,0.0,4
shop,0.5,0.375,0.42857142857142855,8
tourism,0.0,0.0,0.0,3
waterway,0.6585365853658537,0.7297297297297297,0.6923076923076923,37
