epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.03,0.4652,,,,,
0.06,0.1912,,,,,
0.09,0.1551,,,,,
0.12,0.1399,,,,,
0.15,0.1334,,,,,
0.18,0.1044,,,,,
0.21,0.1255,,,,,
0.24,0.0895,,,,,
0.27,0.1316,,,,,
0.3,0.1055,,,,,
0.33,0.0898,,,,,
0.36,0.1029,,,,,
0.39,0.0918,,,,,
0.42,0.0854,,,,,
0.45,0.1145,,,,,
0.48,0.0847,,,,,
0.51,0.0892,,,,,
0.54,0.1023,,,,,
0.57,0.0975,,,,,
0.6,0.0777,,,,,
0.63,0.0779,,,,,
0.66,0.0771,,,,,
0.69,0.0945,,,,,
0.72,0.0912,,,,,
0.75,0.0777,,,,,
0.78,0.0932,,,,,
0.81,0.0843,,,,,
0.84,0.0831,,,,,
0.87,0.0818,,,,,
0.9,0.0726,,,,,
0.93,0.0679,,,,,
0.96,0.083,,,,,
0.99,0.0765,,,,,
1.0,,0.14118920266628265,0.5364758698092031,0.6512261580381471,0.5883076923076923,0.9486946820379323
1.02,0.0724,,,,,
1.05,0.0534,,,,,
1.08,0.0517,,,,,
1.11,0.0563,,,,,
1.14,0.0508,,,,,
1.17,0.0554,,,,,
1.2,0.0593,,,,,
1.23,0.0467,,,,,
1.26,0.0619,,,,,
1.29,0.0558,,,,,
1.32,0.0676,,,,,
1.35,0.0455,,,,,
1.38,0.0644,,,,,
1.41,0.0564,,,,,
1.44,0.0547,,,,,
1.47,0.0509,,,,,
1.5,0.0671,,,,,
1.53,0.0537,,,,,
1.57,0.0636,,,,,
1.6,0.0523,,,,,
1.63,0.063,,,,,
1.66,0.0535,,,,,
1.69,0.0552,,,,,
1.72,0.0527,,,,,
1.75,0.0546,,,,,
1.78,0.0529,,,,,
1.81,0.0438,,,,,
1.84,0.0491,,,,,
1.87,0.0574,,,,,
1.9,0.0513,,,,,
1.93,0.0544,,,,,
1.96,0.0578,,,,,
1.99,0.0579,,,,,
2.0,,0.12647195160388947,0.5974378881987578,0.6989100817438693,0.644202595228129,0.9555224990702863
2.02,0.0604,,,,,
2.05,0.0298,,,,,
2.08,0.0247,,,,,
2.11,0.0318,,,,,
2.14,0.0284,,,,,
2.17,0.0381,,,,,
2.2,0.0322,,,,,
2.23,0.0323,,,,,
2.26,0.0565,,,,,
2.29,0.028,,,,,
2.32,0.0376,,,,,
2.35,0.0316,,,,,
2.38,0.0343,,,,,
2.41,0.0355,,,,,
2.44,0.0384,,,,,
2.47,0.034,,,,,
2.5,0.0417,,,,,
2.53,0.0356,,,,,
2.56,0.0399,,,,,
2.59,0.0309,,,,,
2.62,0.0393,,,,,
2.65,0.0286,,,,,
2.68,0.0324,,,,,
2.71,0.0415,,,,,
2.74,0.0311,,,,,
2.77,0.0344,,,,,
2.8,0.0351,,,,,
2.83,0.034,,,,,
2.86,0.0424,,,,,
2.89,0.0382,,,,,
2.92,0.0408,,,,,
2.95,0.0344,,,,,
2.98,0.029,,,,,
3.0,,0.1452985554933548,0.6327122153209109,0.6939146230699365,0.6619016677496209,0.9584975827445147
3.01,0.0332,,,,,
3.04,0.0236,,,,,
3.07,0.0183,,,,,
3.1,0.0256,,,,,
3.13,0.0192,,,,,
3.16,0.0202,,,,,
3.19,0.0191,,,,,
3.22,0.014,,,,,
3.25,0.0218,,,,,
3.28,0.0224,,,,,
3.31,0.0306,,,,,
3.34,0.0302,,,,,
3.37,0.0298,,,,,
3.4,0.021,,,,,
3.43,0.0235,,,,,
3.46,0.0238,,,,,
3.49,0.0176,,,,,
3.52,0.0246,,,,,
3.55,0.0171,,,,,
3.58,0.0228,,,,,
3.61,0.0151,,,,,
3.64,0.0215,,,,,
3.67,0.023,,,,,
3.7,0.0249,,,,,
3.73,0.0265,,,,,
3.76,0.018,,,,,
3.79,0.0209,,,,,
3.82,0.0169,,,,,
3.85,0.0221,,,,,
3.88,0.0215,,,,,
3.91,0.015,,,,,
3.94,0.0235,,,,,
3.97,0.029,,,,,
4.0,0.0221,0.15784628689289093,0.6185897435897436,0.701180744777475,0.6573009791400596,0.9568761621420603
4.03,0.0159,,,,,
4.06,0.0129,,,,,
4.09,0.0104,,,,,
4.12,0.0203,,,,,
4.15,0.0099,,,,,
4.18,0.0137,,,,,
4.21,0.0108,,,,,
4.24,0.0156,,,,,
4.27,0.0148,,,,,
4.3,0.015,,,,,
4.33,0.0101,,,,,
4.36,0.0143,,,,,
4.39,0.013,,,,,
4.42,0.0132,,,,,
4.45,0.0197,,,,,
4.48,0.0114,,,,,
4.51,0.0144,,,,,
4.54,0.0168,,,,,
4.57,0.0126,,,,,
4.6,0.016,,,,,
4.64,0.0211,,,,,
4.67,0.0144,,,,,
4.7,0.0123,,,,,
4.73,0.015,,,,,
4.76,0.014,,,,,
4.79,0.008,,,,,
4.82,0.0201,,,,,
4.85,0.0153,,,,,
4.88,0.0116,,,,,
4.91,0.0102,,,,,
4.94,0.0131,,,,,
4.97,0.0116,,,,,
5.0,0.0219,0.1842980533838272,0.6286735504368547,0.7188919164396004,0.6707627118644067,0.9579918185198959
5.03,0.0155,,,,,
5.06,0.0113,,,,,
5.09,0.008,,,,,
5.12,0.0121,,,,,
5.15,0.0102,,,,,
5.18,0.0118,,,,,
5.21,0.0089,,,,,
5.24,0.0085,,,,,
5.27,0.0069,,,,,
5.3,0.0082,,,,,
5.33,0.0088,,,,,
5.36,0.0086,,,,,
5.39,0.0169,,,,,
5.42,0.0065,,,,,
5.45,0.0096,,,,,
5.48,0.0054,,,,,
5.51,0.0083,,,,,
5.54,0.0094,,,,,
5.57,0.0107,,,,,
5.6,0.0107,,,,,
5.63,0.0095,,,,,
5.66,0.0116,,,,,
5.69,0.0152,,,,,
5.72,0.0072,,,,,
5.75,0.0125,,,,,
5.78,0.0117,,,,,
5.81,0.0102,,,,,
5.84,0.0073,,,,,
5.87,0.009,,,,,
5.9,0.0103,,,,,
5.93,0.0131,,,,,
5.96,0.0085,,,,,
5.99,0.0064,,,,,
6.0,,0.21456818282604218,0.6577355229040622,0.6911898274296094,0.6740478299379982,0.9582595760505764
6.02,0.0071,,,,,
6.05,0.004,,,,,
6.08,0.0042,,,,,
6.11,0.0029,,,,,
6.14,0.0065,,,,,
6.17,0.0054,,,,,
6.2,0.0085,,,,,
6.23,0.0071,,,,,
6.26,0.0103,,,,,
6.29,0.005,,,,,
6.32,0.0058,,,,,
6.35,0.0058,,,,,
6.38,0.0045,,,,,
6.41,0.0059,,,,,
6.44,0.005,,,,,
6.47,0.0091,,,,,
6.5,0.0068,,,,,
6.53,0.0051,,,,,
6.56,0.0052,,,,,
6.59,0.007,,,,,
6.62,0.0123,,,,,
6.65,0.0041,,,,,
6.68,0.0059,,,,,
6.71,0.0096,,,,,
6.74,0.0067,,,,,
6.77,0.0042,,,,,
6.8,0.0096,,,,,
6.83,0.0066,,,,,
6.86,0.0073,,,,,
6.89,0.0078,,,,,
6.92,0.0118,,,,,
6.95,0.0042,,,,,
6.98,0.0048,,,,,
7.0,,0.2328266054391861,0.6444906444906445,0.703905540417802,0.6728890818319948,0.9594347341018966
7.01,0.0073,,,,,
7.04,0.0069,,,,,
7.07,0.0029,,,,,
7.1,0.0059,,,,,
7.13,0.0031,,,,,
7.16,0.0037,,,,,
7.19,0.0034,,,,,
7.22,0.0039,,,,,
7.25,0.0045,,,,,
7.28,0.0067,,,,,
7.31,0.0037,,,,,
7.34,0.0022,,,,,
7.37,0.0037,,,,,
7.4,0.004,,,,,
7.43,0.0041,,,,,
7.46,0.0031,,,,,
7.49,0.0035,,,,,
7.52,0.0034,,,,,
7.55,0.0023,,,,,
7.58,0.0027,,,,,
7.61,0.006,,,,,
7.64,0.0034,,,,,
7.67,0.0129,,,,,
7.71,0.0041,,,,,
7.74,0.0048,,,,,
7.77,0.0031,,,,,
7.8,0.0042,,,,,
7.83,0.0022,,,,,
7.86,0.0056,,,,,
7.89,0.0052,,,,,
7.92,0.0099,,,,,
7.95,0.0042,,,,,
7.98,0.0074,,,,,
8.0,,0.24048155546188354,0.6579159935379645,0.7397820163487738,0.6964514749893118,0.9594496095202678
8.01,0.006,,,,,
8.04,0.0022,,,,,
8.07,0.0024,,,,,
8.1,0.0045,,,,,
8.13,0.0034,,,,,
8.16,0.0052,,,,,
8.19,0.0038,,,,,
8.22,0.0012,,,,,
8.25,0.0035,,,,,
8.28,0.0031,,,,,
8.31,0.0045,,,,,
8.34,0.007,,,,,
8.37,0.003,,,,,
8.4,0.0081,,,,,
8.43,0.0029,,,,,
8.46,0.0044,,,,,
8.49,0.0056,,,,,
8.52,0.0039,,,,,
8.55,0.0026,,,,,
8.58,0.0033,,,,,
8.61,0.0048,,,,,
8.64,0.0059,,,,,
8.67,0.0082,,,,,
8.7,0.0028,,,,,
8.73,0.0031,,,,,
8.76,0.0074,,,,,
8.79,0.0034,,,,,
8.82,0.0019,,,,,
8.85,0.0058,,,,,
8.88,0.0057,,,,,
8.91,0.0023,,,,,
8.94,0.0039,,,,,
8.97,0.0049,,,,,
9.0,0.005,0.2418658584356308,0.6682302771855011,0.7116257947320618,0.6892456564767979,0.9600297508367422
9.03,0.0017,,,,,
9.06,0.0032,,,,,
9.09,0.0025,,,,,
9.12,0.0028,,,,,
9.15,0.0022,,,,,
9.18,0.0017,,,,,
9.21,0.0016,,,,,
