epoch,train_loss_step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.01,1.863,,,,,
0.03,0.5481,,,,,
0.04,0.3231,,,,,
0.06,0.2649,,,,,
0.07,0.2606,,,,,
0.09,0.2371,,,,,
0.1,0.2276,,,,,
0.12,0.2235,,,,,
0.13,0.2359,,,,,
0.15,0.2141,,,,,
0.16,0.1744,,,,,
0.17,0.1915,,,,,
0.19,0.2068,,,,,
0.2,0.2015,,,,,
0.22,0.1902,,,,,
0.23,0.1826,,,,,
0.25,0.1803,,,,,
0.26,0.1767,,,,,
0.28,0.1959,,,,,
0.29,0.1896,,,,,
0.3,0.1626,,,,,
0.32,0.1934,,,,,
0.33,0.1787,,,,,
0.35,0.1691,,,,,
0.36,0.1478,,,,,
0.38,0.167,,,,,
0.39,0.1583,,,,,
0.41,0.1564,,,,,
0.42,0.1306,,,,,
0.44,0.1873,,,,,
0.45,0.1541,,,,,
0.46,0.1448,,,,,
0.48,0.1729,,,,,
0.49,0.136,,,,,
0.51,0.1644,,,,,
0.52,0.1545,,,,,
0.54,0.15,,,,,
0.55,0.1477,,,,,
0.57,0.1645,,,,,
0.58,0.1683,,,,,
0.6,0.1383,,,,,
0.61,0.1068,,,,,
0.62,0.1336,,,,,
0.64,0.1701,,,,,
0.65,0.1402,,,,,
0.67,0.1285,,,,,
0.68,0.1377,,,,,
0.7,0.1441,,,,,
0.71,0.1526,,,,,
0.73,0.145,,,,,
0.74,0.1596,,,,,
0.76,0.1309,,,,,
0.77,0.152,,,,,
0.78,0.1523,,,,,
0.8,0.1168,,,,,
0.81,0.126,,,,,
0.83,0.1334,,,,,
0.84,0.1525,,,,,
0.86,0.1215,,,,,
0.87,0.1681,,,,,
0.89,0.1245,,,,,
0.9,0.1419,,,,,
0.91,0.1497,,,,,
0.93,0.1335,,,,,
0.94,0.1217,,,,,
0.96,0.118,,,,,
0.97,0.1034,,,,,
0.99,0.1819,,,,,
1.0,0.1485,0.2614271342754364,0.4132796780684105,0.46916400182731843,0.4394522892597347,0.9308568493564566
1.02,0.0991,,,,,
1.03,0.0842,,,,,
1.05,0.1172,,,,,
1.06,0.0759,,,,,
1.07,0.1173,,,,,
1.09,0.0914,,,,,
1.1,0.0919,,,,,
1.12,0.0948,,,,,
1.13,0.0988,,,,,
1.15,0.115,,,,,
1.16,0.1074,,,,,
1.18,0.0997,,,,,
1.19,0.0951,,,,,
1.21,0.1067,,,,,
1.22,0.112,,,,,
1.23,0.1002,,,,,
1.25,0.08,,,,,
1.26,0.1155,,,,,
1.28,0.0783,,,,,
1.29,0.0861,,,,,
1.31,0.078,,,,,
1.32,0.0912,,,,,
1.34,0.0904,,,,,
1.35,0.1054,,,,,
1.37,0.1078,,,,,
1.38,0.1066,,,,,
1.39,0.1047,,,,,
1.41,0.0956,,,,,
1.42,0.1104,,,,,
1.44,0.0899,,,,,
1.45,0.0954,,,,,
1.47,0.1022,,,,,
1.48,0.0788,,,,,
1.5,0.1159,,,,,
1.51,0.0951,,,,,
1.52,0.1099,,,,,
1.54,0.116,,,,,
1.55,0.0794,,,,,
1.57,0.1094,,,,,
1.58,0.1124,,,,,
1.6,0.1103,,,,,
1.61,0.0917,,,,,
1.63,0.0583,,,,,
1.64,0.0966,,,,,
1.66,0.0985,,,,,
1.67,0.0871,,,,,
1.68,0.0932,,,,,
1.7,0.0868,,,,,
1.71,0.1094,,,,,
1.73,0.1054,,,,,
1.74,0.0923,,,,,
1.76,0.0834,,,,,
1.77,0.0792,,,,,
1.79,0.0686,,,,,
1.8,0.0793,,,,,
1.82,0.0922,,,,,
1.83,0.0983,,,,,
1.84,0.096,,,,,
1.86,0.0955,,,,,
1.87,0.0823,,,,,
1.89,0.0707,,,,,
1.9,0.0662,,,,,
1.92,0.1108,,,,,
1.93,0.0942,,,,,
1.95,0.0916,,,,,
1.96,0.1106,,,,,
1.97,0.0793,,,,,
1.99,0.0822,,,,,
2.0,0.0796,0.24313946068286896,0.4926029588164734,0.5628140703517588,0.5253731343283582,0.9407819203577256
2.02,0.0792,,,,,
2.03,0.0827,,,,,
2.05,0.0518,,,,,
2.06,0.0509,,,,,
2.08,0.0691,,,,,
2.09,0.0721,,,,,
2.11,0.0687,,,,,
2.12,0.06,,,,,
2.13,0.0826,,,,,
2.15,0.0571,,,,,
2.16,0.0727,,,,,
2.18,0.061,,,,,
2.19,0.0596,,,,,
2.21,0.0616,,,,,
2.22,0.0962,,,,,
2.24,0.0482,,,,,
2.25,0.0601,,,,,
2.27,0.0626,,,,,
2.28,0.0635,,,,,
2.29,0.0756,,,,,
2.31,0.0672,,,,,
2.32,0.042,,,,,
2.34,0.0773,,,,,
2.35,0.062,,,,,
2.37,0.0568,,,,,
2.38,0.0688,,,,,
2.4,0.0503,,,,,
2.41,0.0647,,,,,
2.43,0.0533,,,,,
2.44,0.0722,,,,,
2.45,0.0611,,,,,
2.47,0.1043,,,,,
2.48,0.0468,,,,,
2.5,0.0534,,,,,
2.51,0.0602,,,,,
2.53,0.0648,,,,,
2.54,0.0587,,,,,
2.56,0.0581,,,,,
2.57,0.0683,,,,,
2.58,0.0574,,,,,
2.6,0.0496,,,,,
