label,precision,recall,f1-score,support
location,0.7024968260685569,0.7474110760918505,0.724258289703316,2221
micro avg,0.7024968260685569,0.7474110760918505,0.724258289703316,2221
macro avg,0.7024968260685569,0.7474110760918505,0.724258289703316,2221
weighted avg,0.7024968260685569,0.7474110760918505,0.724258289703316,2221
