entity,precision,recall,f1,support
aeroway,0.2,0.23076923076923078,0.21428571428571427,13
amenity,0.3283582089552239,0.4074074074074074,0.36363636363636365,108
boundary,0.6951774340309372,0.7374517374517374,0.7156908665105386,1036
bridge,0.0,0.0,0.0,1
building,0.5909090909090909,0.5909090909090909,0.5909090909090909,44
club,0.0,0.0,0.0,0
healthcare,0.0,0.0,0.0,1
highway,0.6185185185185185,0.697286012526096,0.6555446516192345,479
historic,0.0,0.0,0.0,3
junction,0.0,0.0,0.0,1
landuse,0.17857142857142858,0.2631578947368421,0.2127659574468085,19
leisure,0.5833333333333334,0.6222222222222222,0.6021505376344085,45
man_made,0.3333333333333333,0.3333333333333333,0.3333333333333333,6
natural,0.6379310344827587,0.5873015873015873,0.6115702479338844,63
office,0.0,0.0,0.0,3
place,0.3819628647214854,0.47368421052631576,0.4229074889867841,304
railway,0.1,0.25,0.14285714285714288,4
shop,0.45454545454545453,0.2777777777777778,0.3448275862068966,18
tourism,0.25,0.3125,0.2777777777777778,16
tunnel,0.0,0.0,0.0,1
waterway,0.6704545454545454,0.7468354430379747,0.7065868263473054,79
