best_epoch_by_valid_f1,best_valid_f1_from_curve,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
6.0,0.5258583224684918,8969.943401098251,0.013111570850014687,0.9440894568690096,0.958171206225681,0.9510782104924365,0.9962458150643675,0.35873252153396606,0.4963084495488105,0.5591497227356746,0.5258583224684918,0.9352986673012851,0.3489914834499359,0.46076146076146074,0.5351985559566786,0.49519832985386214,0.9355130602642215,0.5,0.6,11,3717,2230,743,744,6168,8398
