epoch,step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
1.0,1098,0.14502224326133728,0.5576,0.6114035087719298,0.5832635983263598,0.9499325033748313
2.0,2197,0.14121508598327637,0.6017014694508894,0.6824561403508772,0.6395396629675298,0.9586320683965802
3.0,3295,0.15140436589717865,0.6309523809523809,0.6973684210526315,0.6625,0.9570721463926803
4.0,4394,0.19741812348365784,0.6338486574450773,0.6833333333333333,0.65766146053187,0.9590220488975552
5.0,5492,0.2291959673166275,0.638801261829653,0.7105263157894737,0.6727574750830565,0.9584520773961301
6.0,6591,0.23703964054584503,0.6432432432432432,0.730701754385965,0.6841889117043121,0.9588720563971801
7.0,7689,0.26520198583602905,0.6365030674846626,0.7280701754385965,0.679214402618658,0.9589920503974801
8.0,8788,0.2643830478191376,0.6716417910447762,0.7105263157894737,0.690537084398977,0.9592320383980801
9.0,9886,0.27286508679389954,0.6727122835943941,0.7157894736842105,0.6935826604334893,0.96001199940003
10.0,10985,0.29480087757110596,0.667479674796748,0.7201754385964912,0.6928270042194092,0.9595920203989801
11.0,12083,0.2861036956310272,0.6685714285714286,0.718421052631579,0.6926004228329811,0.95989200539973
12.0,13182,0.31733667850494385,0.652931854199683,0.7228070175438597,0.6860949208992505,0.9586620668966551
13.0,14280,0.3071666657924652,0.6624704956726987,0.7385964912280701,0.6984653670676068,0.959562021898905
14.0,15379,0.3229754865169525,0.6773399014778325,0.7236842105263158,0.6997455470737914,0.95989200539973
15.0,16477,0.34357136487960815,0.6916666666666667,0.7280701754385965,0.7094017094017094,0.9607619619019049
16.0,17576,0.3353445529937744,0.6798069187449718,0.7412280701754386,0.7091900965169954,0.9605819709014549
17.0,18674,0.3565191328525543,0.6753458096013019,0.7280701754385965,0.7007176023638666,0.960041997900105
18.0,19773,0.3557267189025879,0.6836158192090396,0.7429824561403509,0.7120638923917613,0.96043197840108
19.0,20871,0.3593491315841675,0.6847290640394089,0.7315789473684211,0.7073791348600509,0.9605519724013799
19.99,21960,0.36016008257865906,0.6802325581395349,0.718421052631579,0.6988054607508533,0.95983200839958
