label,precision,recall,f1-score,support
location,0.7253551442100732,0.7596934174932372,0.7421272847390442,2218
micro avg,0.7253551442100732,0.7596934174932372,0.7421272847390442,2218
macro avg,0.7253551442100732,0.7596934174932372,0.7421272847390442,2218
weighted avg,0.7253551442100732,0.7596934174932372,0.7421272847390442,2218
