epoch,train_loss_step,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.02,2.0771,,,,,
0.03,0.89,,,,,
0.05,0.6178,,,,,
0.06,0.5848,,,,,
0.08,0.5524,,,,,
0.09,0.4661,,,,,
0.11,0.4654,,,,,
0.12,0.4283,,,,,
0.14,0.4469,,,,,
0.15,0.4437,,,,,
0.17,0.3394,,,,,
0.18,0.4036,,,,,
0.2,0.3259,,,,,
0.21,0.3338,,,,,
0.23,0.4022,,,,,
0.24,0.3457,,,,,
0.26,0.3277,,,,,
0.28,0.3082,,,,,
0.29,0.2934,,,,,
0.31,0.3161,,,,,
0.32,0.3272,,,,,
0.34,0.3041,,,,,
0.35,0.2539,,,,,
0.37,0.2501,,,,,
0.38,0.2937,,,,,
0.4,0.2261,,,,,
0.41,0.2626,,,,,
0.43,0.3107,,,,,
0.44,0.2519,,,,,
0.46,0.2988,,,,,
0.47,0.274,,,,,
0.49,0.229,,,,,
0.5,0.2741,,,,,
0.52,0.2487,,,,,
0.54,0.3246,,,,,
0.55,0.2382,,,,,
0.57,0.2869,,,,,
0.58,0.2407,,,,,
0.6,0.206,,,,,
0.61,0.2214,,,,,
0.63,0.2722,,,,,
0.64,0.2408,,,,,
0.66,0.1988,,,,,
0.67,0.2335,,,,,
0.69,0.1939,,,,,
0.7,0.227,,,,,
0.72,0.2665,,,,,
0.73,0.2781,,,,,
0.75,0.2378,,,,,
0.76,0.2193,,,,,
0.78,0.2272,,,,,
0.8,0.2434,,,,,
0.81,0.1818,,,,,
0.83,0.2284,,,,,
0.84,0.2187,,,,,
0.86,0.2143,,,,,
0.87,0.2172,,,,,
0.89,0.2105,,,,,
0.9,0.1666,,,,,
0.92,0.2014,,,,,
0.93,0.2102,,,,,
0.95,0.194,,,,,
0.96,0.2067,,,,,
0.98,0.1893,,,,,
0.99,0.187,,,,,
1.0,,0.24448013305664062,0.4400785854616896,0.4949182501104728,0.46589018302828616,0.9335475346826017
1.01,0.1649,,,,,
1.02,0.1636,,,,,
1.04,0.145,,,,,
1.06,0.2051,,,,,
1.07,0.1438,,,,,
1.09,0.1589,,,,,
1.1,0.1434,,,,,
1.12,0.152,,,,,
1.13,0.1734,,,,,
1.15,0.1369,,,,,
1.16,0.1163,,,,,
1.18,0.1795,,,,,
1.19,0.1562,,,,,
1.21,0.1243,,,,,
1.22,0.1387,,,,,
1.24,0.1766,,,,,
1.25,0.1742,,,,,
1.27,0.1196,,,,,
1.28,0.2029,,,,,
1.3,0.1578,,,,,
1.32,0.1741,,,,,
