label,precision,recall,f1-score,support
location,0.6703577512776832,0.6976950354609929,0.68375325803649,1128
micro avg,0.6703577512776832,0.6976950354609929,0.68375325803649,1128
macro avg,0.6703577512776832,0.6976950354609929,0.68375325803649,1128
weighted avg,0.6703577512776832,0.6976950354609929,0.68375325803649,1128
