entity,precision,recall,f1,support
aeroway,0.4444444444444444,0.4,0.4210526315789474,10
amenity,0.3448275862068966,0.5,0.40816326530612246,40
boundary,0.6411657559198543,0.6821705426356589,0.6610328638497652,516
bridge,0.0,0.0,0.0,3
building,0.2727272727272727,0.46153846153846156,0.3428571428571428,13
highway,0.5620915032679739,0.6209386281588448,0.5900514579759862,277
historic,0.0,0.0,0.0,1
junction,0.0,0.0,0.0,1
landuse,0.0,0.0,0.0,6
leisure,0.6,0.48,0.5333333333333332,25
man_made,0.6,0.75,0.6666666666666665,4
natural,0.42857142857142855,0.48,0.4528301886792452,25
office,0.0,0.0,0.0,5
place,0.2761904761904762,0.41134751773049644,0.33048433048433046,141
railway,0.0,0.0,0.0,4
shop,0.2,0.25,0.22222222222222224,8
tourism,0.0,0.0,0.0,3
waterway,0.5869565217391305,0.7297297297297297,0.6506024096385542,37
