best_epoch_by_valid_f1,best_valid_f1_from_curve,train_time_sec,train_loss,train_precision,train_recall,train_f1,train_accuracy,valid_loss,valid_precision,valid_recall,valid_f1,valid_accuracy,test_loss,test_precision,test_recall,test_f1,test_accuracy,dlr_ratio,syn_ratio,sample_seed,dlr_total_used,train_real_size,valid_size,test_size,syn_total_used,train_final_size
14.0,0.7132721202003339,2849.451174736023,0.0003115952422376722,0.9969820431567828,0.9984887411213541,0.9977348233162187,0.9998758528906413,0.30300819873809814,0.681147867676365,0.7485764345159878,0.7132721202003339,0.9636663040850858,0.28970441222190857,0.686727122835944,0.7514659449706811,0.7176394572474694,0.9644220986980818,1.0,0,11,7434,4460,1486,1488,0,4460
19.0,0.7248642779587404,3426.8719987869263,0.00010286182077834383,0.9994052928932501,0.9997025580011898,0.9995539033457249,0.9999551984707745,0.31066837906837463,0.7009659806803864,0.7504496402877698,0.7248642779587404,0.9635679504205401,0.3228558897972107,0.6734006734006734,0.7376671277086215,0.7040704070407041,0.9645602625387739,1.0,0,22,7434,4460,1486,1488,0,4460
