label,precision,recall,f1-score,support
location,0.7225609756097561,0.755464480874317,0.7386464826357971,2196
micro avg,0.7225609756097561,0.755464480874317,0.7386464826357971,2196
macro avg,0.7225609756097561,0.755464480874317,0.7386464826357971,2196
weighted avg,0.7225609756097561,0.755464480874317,0.7386464826357971,2196
