entity,precision,recall,f1
aeroway,0.16666666666666666,0.25,0.2
amenity,0.47540983606557374,0.6444444444444445,0.5471698113207547
boundary,0.6043307086614174,0.599609375,0.6019607843137256
bridge,0.0,0.0,0.0
building,0.6428571428571429,0.6923076923076923,0.6666666666666666
highway,0.5916955017301038,0.6705882352941176,0.6286764705882354
historic,0.0,0.0,0.0
junction,0.0,0.0,0.0
landuse,0.0,0.0,0.0
leisure,0.34285714285714286,0.5454545454545454,0.42105263157894735
man_made,0.5,0.5,0.5
natural,0.3404255319148936,0.5333333333333333,0.41558441558441556
office,0.0,0.0,0.0
place,0.3305084745762712,0.4875,0.3939393939393939
railway,0.0,0.0,0.0
shop,0.2,0.2,0.20000000000000004
tourism,0.0,0.0,0.0
waterway,0.5283018867924528,0.7368421052631579,0.6153846153846154
