epoch,train_loss,eval_loss,eval_precision,eval_recall,eval_f1,eval_accuracy
0.04,0.4851,,,,,
0.08,0.1701,,,,,
0.11,0.1544,,,,,
0.15,0.1068,,,,,
0.19,0.0927,,,,,
0.23,0.098,,,,,
0.27,0.1048,,,,,
0.3,0.1016,,,,,
0.34,0.0836,,,,,
0.38,0.0657,,,,,
0.42,0.0919,,,,,
0.46,0.0752,,,,,
0.5,0.0833,,,,,
0.53,0.0751,,,,,
0.57,0.0754,,,,,
0.61,0.0526,,,,,
0.65,0.0943,,,,,
0.69,0.0559,,,,,
0.72,0.0599,,,,,
0.76,0.0739,,,,,
0.8,0.0554,,,,,
0.84,0.0868,,,,,
0.88,0.0587,,,,,
0.91,0.0666,,,,,
0.95,0.0774,,,,,
0.99,0.0605,,,,,
1.0,,0.15412788093090057,0.5,0.5987488829311886,0.5449369662464416,0.9441127792883319
1.03,0.06,,,,,
1.07,0.0393,,,,,
1.1,0.0475,,,,,
1.14,0.0353,,,,,
1.18,0.0525,,,,,
1.22,0.0485,,,,,
1.26,0.044,,,,,
1.3,0.0354,,,,,
1.33,0.045,,,,,
1.37,0.0419,,,,,
1.41,0.0408,,,,,
1.45,0.0365,,,,,
1.49,0.0496,,,,,
1.52,0.0508,,,,,
1.56,0.0437,,,,,
1.6,0.05,,,,,
1.64,0.0472,,,,,
1.68,0.0544,,,,,
1.71,0.0472,,,,,
1.75,0.0389,,,,,
1.79,0.0569,,,,,
1.83,0.0428,,,,,
1.87,0.0403,,,,,
1.9,0.0435,,,,,
1.94,0.0373,,,,,
1.98,0.0337,,,,,
2.0,,0.16137082874774933,0.5610859728506787,0.6648793565683646,0.6085889570552148,0.9486936990187965
2.02,0.0282,,,,,
2.06,0.0173,,,,,
2.1,0.0227,,,,,
2.13,0.0241,,,,,
2.17,0.0397,,,,,
2.21,0.0374,,,,,
2.25,0.0206,,,,,
2.29,0.0279,,,,,
2.32,0.0321,,,,,
2.36,0.0285,,,,,
2.4,0.026,,,,,
2.44,0.0187,,,,,
2.48,0.0312,,,,,
2.51,0.0304,,,,,
2.55,0.0315,,,,,
2.59,0.0339,,,,,
2.63,0.0264,,,,,
2.67,0.0274,,,,,
2.7,0.0211,,,,,
2.74,0.028,,,,,
2.78,0.0258,,,,,
2.82,0.0351,,,,,
2.86,0.0263,,,,,
2.9,0.0266,,,,,
2.93,0.0139,,,,,
2.97,0.0292,,,,,
3.0,,0.1809636950492859,0.5811836115326252,0.6845397676496873,0.6286417726713172,0.9489892422272136
3.01,0.0211,,,,,
3.05,0.0134,,,,,
3.09,0.0118,,,,,
3.12,0.0155,,,,,
3.16,0.0187,,,,,
3.2,0.0193,,,,,
3.24,0.0161,,,,,
3.28,0.0175,,,,,
3.31,0.0192,,,,,
3.35,0.0233,,,,,
3.39,0.016,,,,,
3.43,0.0147,,,,,
3.47,0.0181,,,,,
3.5,0.0113,,,,,
3.54,0.0138,,,,,
3.58,0.0138,,,,,
3.62,0.0129,,,,,
3.66,0.0145,,,,,
3.7,0.0213,,,,,
3.73,0.011,,,,,
3.77,0.0233,,,,,
3.81,0.0208,,,,,
3.85,0.027,,,,,
3.89,0.0197,,,,,
3.92,0.0208,,,,,
3.96,0.0085,,,,,
4.0,0.0171,0.2184772789478302,0.5930979133226324,0.6604110813226095,0.6249471458773785,0.9498758718524648
4.04,0.0123,,,,,
4.08,0.0117,,,,,
4.11,0.0053,,,,,
4.15,0.0079,,,,,
4.19,0.011,,,,,
4.23,0.0162,,,,,
4.27,0.0141,,,,,
4.3,0.0152,,,,,
4.34,0.0048,,,,,
4.38,0.0051,,,,,
4.42,0.0108,,,,,
4.46,0.0108,,,,,
4.5,0.0087,,,,,
4.53,0.0119,,,,,
4.57,0.0134,,,,,
4.61,0.0109,,,,,
4.65,0.0116,,,,,
4.69,0.008,,,,,
4.72,0.0171,,,,,
4.76,0.0106,,,,,
4.8,0.0101,,,,,
4.84,0.0106,,,,,
4.88,0.005,,,,,
4.91,0.0085,,,,,
4.95,0.0102,,,,,
4.99,0.0148,,,,,
5.0,,0.22047336399555206,0.6029292107404394,0.6621983914209115,0.631175468483816,0.9502305237025653
5.03,0.008,,,,,
5.07,0.0102,,,,,
5.1,0.0052,,,,,
5.14,0.006,,,,,
5.18,0.0094,,,,,
5.22,0.006,,,,,
5.26,0.0041,,,,,
5.3,0.0116,,,,,
5.33,0.0056,,,,,
5.37,0.0043,,,,,
5.41,0.0033,,,,,
5.45,0.0078,,,,,
5.49,0.0081,,,,,
5.52,0.0064,,,,,
5.56,0.0043,,,,,
5.6,0.0063,,,,,
5.64,0.0068,,,,,
5.68,0.0088,,,,,
5.71,0.0093,,,,,
5.75,0.0075,,,,,
5.79,0.0054,,,,,
5.83,0.0097,,,,,
5.87,0.0104,,,,,
5.9,0.0104,,,,,
5.94,0.009,,,,,
5.98,0.0039,,,,,
6.0,,0.26164543628692627,0.6021684737281068,0.645218945487042,0.6229508196721312,0.9515013594987587
6.02,0.0026,,,,,
6.06,0.002,,,,,
6.1,0.0037,,,,,
6.13,0.0051,,,,,
6.17,0.0028,,,,,
6.21,0.004,,,,,
6.25,0.0042,,,,,
6.29,0.0056,,,,,
6.32,0.0048,,,,,
6.36,0.0019,,,,,
6.4,0.0018,,,,,
6.44,0.0065,,,,,
6.48,0.0083,,,,,
6.51,0.0054,,,,,
6.55,0.0027,,,,,
6.59,0.008,,,,,
6.63,0.0036,,,,,
6.67,0.0027,,,,,
6.7,0.0072,,,,,
6.74,0.0027,,,,,
6.78,0.0027,,,,,
6.82,0.0035,,,,,
6.86,0.005,,,,,
6.9,0.007,,,,,
6.93,0.0053,,,,,
6.97,0.0033,,,,,
7.0,,0.2577829957008362,0.5872138910812944,0.6648793565683646,0.6236378876781224,0.9496985459274145
7.01,0.0032,,,,,
7.05,0.0039,,,,,
7.09,0.0047,,,,,
7.12,0.0061,,,,,
7.16,0.0041,,,,,
7.2,0.0026,,,,,
7.24,0.0018,,,,,
7.28,0.0036,,,,,
7.31,0.0029,,,,,
7.35,0.0024,,,,,
7.39,0.0021,,,,,
7.43,0.0024,,,,,
7.47,0.0038,,,,,
7.5,0.0012,,,,,
7.54,0.0041,,,,,
7.58,0.0024,,,,,
7.62,0.0054,,,,,
7.66,0.0025,,,,,
7.7,0.0036,,,,,
7.73,0.002,,,,,
7.77,0.0024,,,,,
7.81,0.0027,,,,,
7.85,0.006,,,,,
7.89,0.0029,,,,,
7.92,0.005,,,,,
7.96,0.0108,,,,,
8.0,0.0027,0.2688750922679901,0.5993563958165729,0.6657730116175157,0.6308213378492802,0.9491665681522639
